method,body_mult,atr_mult,fvg_atr_pct,rr_ratio,total_trades,win_count,loss_count,win_rate,avg_win_pct,avg_loss_pct,actual_rr,total_pnl_pct,max_drawdown_pct,expectancy
engulfing,,,30,3.0,34,10,24,29.41,2.2785,0.7145,3.19,5.64,-7.21,0.1658
engulfing,,,30,3.0,34,10,24,29.41,2.2785,0.7145,3.19,5.64,-7.21,0.1658
engulfing,,,30,3.0,34,10,24,29.41,2.2785,0.7145,3.19,5.64,-7.21,0.1658
engulfing,,,30,3.0,34,10,24,29.41,2.2785,0.7145,3.19,5.64,-7.21,0.1658
engulfing,,,30,3.0,34,10,24,29.41,2.2785,0.7145,3.19,5.64,-7.21,0.1658
engulfing,,,30,3.0,34,10,24,29.41,2.2785,0.7145,3.19,5.64,-7.21,0.1658
engulfing,,,30,3.0,34,10,24,29.41,2.2785,0.7145,3.19,5.64,-7.21,0.1658
engulfing,,,30,3.0,34,10,24,29.41,2.2785,0.7145,3.19,5.64,-7.21,0.1658
engulfing,,,30,3.0,34,10,24,29.41,2.2785,0.7145,3.19,5.64,-7.21,0.1658
engulfing,,,30,3.0,34,10,24,29.41,2.2785,0.7145,3.19,5.64,-7.21,0.1658
engulfing,,,30,3.0,34,10,24,29.41,2.2785,0.7145,3.19,5.64,-7.21,0.1658
engulfing,,,30,3.0,34,10,24,29.41,2.2785,0.7145,3.19,5.64,-7.21,0.1658
engulfing,,,30,3.0,34,10,24,29.41,2.2785,0.7145,3.19,5.64,-7.21,0.1658
engulfing,,,30,3.0,34,10,24,29.41,2.2785,0.7145,3.19,5.64,-7.21,0.1658
body,1.5,,30,3.0,151,45,106,29.8,2.1951,0.8791,2.5,5.59,-14.07,0.037
body,1.5,,30,3.0,151,45,106,29.8,2.1951,0.8791,2.5,5.59,-14.07,0.037
body,1.5,,30,3.0,151,45,106,29.8,2.1951,0.8791,2.5,5.59,-14.07,0.037
body,1.5,,30,3.0,151,45,106,29.8,2.1951,0.8791,2.5,5.59,-14.07,0.037
engulfing,,,20,4.0,52,12,40,23.08,2.6888,0.6757,3.98,5.24,-9.24,0.1007
engulfing,,,20,4.0,52,12,40,23.08,2.6888,0.6757,3.98,5.24,-9.24,0.1007
engulfing,,,20,4.0,52,12,40,23.08,2.6888,0.6757,3.98,5.24,-9.24,0.1007
engulfing,,,20,4.0,52,12,40,23.08,2.6888,0.6757,3.98,5.24,-9.24,0.1007
engulfing,,,20,4.0,52,12,40,23.08,2.6888,0.6757,3.98,5.24,-9.24,0.1007
engulfing,,,20,4.0,52,12,40,23.08,2.6888,0.6757,3.98,5.24,-9.24,0.1007
engulfing,,,20,4.0,52,12,40,23.08,2.6888,0.6757,3.98,5.24,-9.24,0.1007
engulfing,,,20,4.0,52,12,40,23.08,2.6888,0.6757,3.98,5.24,-9.24,0.1007
engulfing,,,20,4.0,52,12,40,23.08,2.6888,0.6757,3.98,5.24,-9.24,0.1007
engulfing,,,20,4.0,52,12,40,23.08,2.6888,0.6757,3.98,5.24,-9.24,0.1007
engulfing,,,20,4.0,52,12,40,23.08,2.6888,0.6757,3.98,5.24,-9.24,0.1007
engulfing,,,20,4.0,52,12,40,23.08,2.6888,0.6757,3.98,5.24,-9.24,0.1007
engulfing,,,20,4.0,52,12,40,23.08,2.6888,0.6757,3.98,5.24,-9.24,0.1007
engulfing,,,20,4.0,52,12,40,23.08,2.6888,0.6757,3.98,5.24,-9.24,0.1007
engulfing,,,20,4.0,52,12,40,23.08,2.6888,0.6757,3.98,5.24,-9.24,0.1007
engulfing,,,20,4.0,52,12,40,23.08,2.6888,0.6757,3.98,5.24,-9.24,0.1007
body,1.5,,20,3.0,201,59,142,29.35,2.0533,0.8173,2.51,5.09,-15.89,0.0253
body,1.5,,20,3.0,201,59,142,29.35,2.0533,0.8173,2.51,5.09,-15.89,0.0253
body,1.5,,20,3.0,201,59,142,29.35,2.0533,0.8173,2.51,5.09,-15.89,0.0253
body,1.5,,20,3.0,201,59,142,29.35,2.0533,0.8173,2.51,5.09,-15.89,0.0253
engulfing,,,50,2.0,23,9,14,39.13,1.7617,0.7701,2.29,5.07,-3.71,0.2206
engulfing,,,50,2.0,23,9,14,39.13,1.7617,0.7701,2.29,5.07,-3.71,0.2206
engulfing,,,50,2.0,23,9,14,39.13,1.7617,0.7701,2.29,5.07,-3.71,0.2206
engulfing,,,50,2.0,23,9,14,39.13,1.7617,0.7701,2.29,5.07,-3.71,0.2206
engulfing,,,50,2.0,23,9,14,39.13,1.7617,0.7701,2.29,5.07,-3.71,0.2206
engulfing,,,50,2.0,23,9,14,39.13,1.7617,0.7701,2.29,5.07,-3.71,0.2206
engulfing,,,50,2.0,23,9,14,39.13,1.7617,0.7701,2.29,5.07,-3.71,0.2206
engulfing,,,50,2.0,23,9,14,39.13,1.7617,0.7701,2.29,5.07,-3.71,0.2206
engulfing,,,50,2.0,23,9,14,39.13,1.7617,0.7701,2.29,5.07,-3.71,0.2206
engulfing,,,50,2.0,23,9,14,39.13,1.7617,0.7701,2.29,5.07,-3.71,0.2206
engulfing,,,50,2.0,23,9,14,39.13,1.7617,0.7701,2.29,5.07,-3.71,0.2206
engulfing,,,50,2.0,23,9,14,39.13,1.7617,0.7701,2.29,5.07,-3.71,0.2206
engulfing,,,50,2.0,23,9,14,39.13,1.7617,0.7701,2.29,5.07,-3.71,0.2206
engulfing,,,50,2.0,23,9,14,39.13,1.7617,0.7701,2.29,5.07,-3.71,0.2206
engulfing,,,50,2.0,23,9,14,39.13,1.7617,0.7701,2.29,5.07,-3.71,0.2206
engulfing,,,50,2.0,23,9,14,39.13,1.7617,0.7701,2.29,5.07,-3.71,0.2206
atr,,1.0,50,3.0,91,25,66,27.47,2.7184,0.9556,2.84,4.89,-12.0,0.0538
atr,,1.0,50,3.0,91,25,66,27.47,2.7184,0.9556,2.84,4.89,-12.0,0.0538
atr,,1.0,50,3.0,91,25,66,27.47,2.7184,0.9556,2.84,4.89,-12.0,0.0538
atr,,1.0,50,3.0,91,25,66,27.47,2.7184,0.9556,2.84,4.89,-12.0,0.0538
engulfing,,,30,2.0,34,14,20,41.18,1.341,0.7218,1.86,4.34,-4.19,0.1276
engulfing,,,30,2.0,34,14,20,41.18,1.341,0.7218,1.86,4.34,-4.19,0.1276
engulfing,,,30,2.0,34,14,20,41.18,1.341,0.7218,1.86,4.34,-4.19,0.1276
engulfing,,,30,2.0,34,14,20,41.18,1.341,0.7218,1.86,4.34,-4.19,0.1276
engulfing,,,30,2.0,34,14,20,41.18,1.341,0.7218,1.86,4.34,-4.19,0.1276
engulfing,,,30,2.0,34,14,20,41.18,1.341,0.7218,1.86,4.34,-4.19,0.1276
engulfing,,,30,2.0,34,14,20,41.18,1.341,0.7218,1.86,4.34,-4.19,0.1276
engulfing,,,30,2.0,34,14,20,41.18,1.341,0.7218,1.86,4.34,-4.19,0.1276
engulfing,,,30,2.0,34,14,20,41.18,1.341,0.7218,1.86,4.34,-4.19,0.1276
engulfing,,,30,2.0,34,14,20,41.18,1.341,0.7218,1.86,4.34,-4.19,0.1276
engulfing,,,30,2.0,34,14,20,41.18,1.341,0.7218,1.86,4.34,-4.19,0.1276
engulfing,,,30,2.0,34,14,20,41.18,1.341,0.7218,1.86,4.34,-4.19,0.1276
engulfing,,,30,2.0,34,14,20,41.18,1.341,0.7218,1.86,4.34,-4.19,0.1276
engulfing,,,30,2.0,34,14,20,41.18,1.341,0.7218,1.86,4.34,-4.19,0.1276
engulfing,,,30,2.0,34,14,20,41.18,1.341,0.7218,1.86,4.34,-4.19,0.1276
engulfing,,,30,2.0,34,14,20,41.18,1.341,0.7218,1.86,4.34,-4.19,0.1276
atr,,1.5,30,2.0,75,30,45,40.0,1.7594,1.089,1.62,3.78,-10.11,0.0504
atr,,1.5,30,2.0,75,30,45,40.0,1.7594,1.089,1.62,3.78,-10.11,0.0504
atr,,1.5,30,2.0,75,30,45,40.0,1.7594,1.089,1.62,3.78,-10.11,0.0504
atr,,1.5,30,2.0,75,30,45,40.0,1.7594,1.089,1.62,3.78,-10.11,0.0504
atr,,2.5,50,3.0,15,5,10,33.33,3.3603,1.3125,2.56,3.68,-7.4,0.2451
atr,,2.5,50,3.0,15,5,10,33.33,3.3603,1.3125,2.56,3.68,-7.4,0.2451
atr,,2.5,50,3.0,15,5,10,33.33,3.3603,1.3125,2.56,3.68,-7.4,0.2451
atr,,2.5,50,3.0,15,5,10,33.33,3.3603,1.3125,2.56,3.68,-7.4,0.2451
atr,,2.5,50,2.0,15,7,8,46.67,2.0765,1.3747,1.51,3.54,-7.52,0.2359
atr,,2.5,50,2.0,15,7,8,46.67,2.0765,1.3747,1.51,3.54,-7.52,0.2359
atr,,2.5,50,2.0,15,7,8,46.67,2.0765,1.3747,1.51,3.54,-7.52,0.2359
atr,,2.5,50,2.0,15,7,8,46.67,2.0765,1.3747,1.51,3.54,-7.52,0.2359
body,2.5,,20,3.0,124,35,89,28.23,2.4524,0.9278,2.64,3.26,-13.51,0.0263
body,2.5,,20,3.0,124,35,89,28.23,2.4524,0.9278,2.64,3.26,-13.51,0.0263
body,2.5,,20,3.0,124,35,89,28.23,2.4524,0.9278,2.64,3.26,-13.51,0.0263
body,2.5,,20,3.0,124,35,89,28.23,2.4524,0.9278,2.64,3.26,-13.51,0.0263
body,1.5,,10,3.0,251,73,178,29.08,1.9603,0.7879,2.49,2.86,-19.7,0.0114
body,1.5,,10,3.0,251,73,178,29.08,1.9603,0.7879,2.49,2.86,-19.7,0.0114
body,2.5,,30,3.0,102,29,73,28.43,2.6009,0.994,2.62,2.86,-11.46,0.0281
body,1.5,,10,3.0,251,73,178,29.08,1.9603,0.7879,2.49,2.86,-19.7,0.0114
body,2.5,,30,3.0,102,29,73,28.43,2.6009,0.994,2.62,2.86,-11.46,0.0281
body,1.5,,10,3.0,251,73,178,29.08,1.9603,0.7879,2.49,2.86,-19.7,0.0114
body,2.5,,30,3.0,102,29,73,28.43,2.6009,0.994,2.62,2.86,-11.46,0.0281
body,2.5,,30,3.0,102,29,73,28.43,2.6009,0.994,2.62,2.86,-11.46,0.0281
atr,,2.5,10,3.0,19,6,13,31.58,2.9928,1.1805,2.54,2.61,-8.23,0.1374
atr,,2.5,10,3.0,19,6,13,31.58,2.9928,1.1805,2.54,2.61,-8.23,0.1374
atr,,2.5,10,3.0,19,6,13,31.58,2.9928,1.1805,2.54,2.61,-8.23,0.1374
atr,,2.5,10,3.0,19,6,13,31.58,2.9928,1.1805,2.54,2.61,-8.23,0.1374
atr,,1.5,10,2.0,91,35,56,38.46,1.6995,1.0238,1.66,2.15,-11.19,0.0236
atr,,1.5,10,2.0,91,35,56,38.46,1.6995,1.0238,1.66,2.15,-11.19,0.0236
atr,,1.5,10,2.0,91,35,56,38.46,1.6995,1.0238,1.66,2.15,-11.19,0.0236
atr,,1.5,10,2.0,91,35,56,38.46,1.6995,1.0238,1.66,2.15,-11.19,0.0236
atr,,2.0,20,2.0,42,16,26,38.1,1.9927,1.145,1.74,2.11,-8.84,0.0503
atr,,2.0,20,2.0,42,16,26,38.1,1.9927,1.145,1.74,2.11,-8.84,0.0503
atr,,2.0,20,2.0,42,16,26,38.1,1.9927,1.145,1.74,2.11,-8.84,0.0503
atr,,2.0,20,2.0,42,16,26,38.1,1.9927,1.145,1.74,2.11,-8.84,0.0503
engulfing,,,10,3.0,74,21,53,28.38,1.7274,0.6458,2.67,2.05,-12.45,0.0277
engulfing,,,10,3.0,74,21,53,28.38,1.7274,0.6458,2.67,2.05,-12.45,0.0277
engulfing,,,10,3.0,74,21,53,28.38,1.7274,0.6458,2.67,2.05,-12.45,0.0277
atr,,2.5,10,2.0,19,8,11,42.11,1.9082,1.2017,1.59,2.05,-8.34,0.1077
engulfing,,,10,3.0,74,21,53,28.38,1.7274,0.6458,2.67,2.05,-12.45,0.0277
atr,,2.5,10,2.0,19,8,11,42.11,1.9082,1.2017,1.59,2.05,-8.34,0.1077
engulfing,,,10,3.0,74,21,53,28.38,1.7274,0.6458,2.67,2.05,-12.45,0.0277
engulfing,,,10,3.0,74,21,53,28.38,1.7274,0.6458,2.67,2.05,-12.45,0.0277
engulfing,,,10,3.0,74,21,53,28.38,1.7274,0.6458,2.67,2.05,-12.45,0.0277
engulfing,,,10,3.0,74,21,53,28.38,1.7274,0.6458,2.67,2.05,-12.45,0.0277
engulfing,,,10,3.0,74,21,53,28.38,1.7274,0.6458,2.67,2.05,-12.45,0.0277
atr,,2.5,10,2.0,19,8,11,42.11,1.9082,1.2017,1.59,2.05,-8.34,0.1077
engulfing,,,10,3.0,74,21,53,28.38,1.7274,0.6458,2.67,2.05,-12.45,0.0277
engulfing,,,10,3.0,74,21,53,28.38,1.7274,0.6458,2.67,2.05,-12.45,0.0277
engulfing,,,10,3.0,74,21,53,28.38,1.7274,0.6458,2.67,2.05,-12.45,0.0277
atr,,2.5,10,2.0,19,8,11,42.11,1.9082,1.2017,1.59,2.05,-8.34,0.1077
engulfing,,,10,3.0,74,21,53,28.38,1.7274,0.6458,2.67,2.05,-12.45,0.0277
engulfing,,,10,3.0,74,21,53,28.38,1.7274,0.6458,2.67,2.05,-12.45,0.0277
engulfing,,,10,3.0,74,21,53,28.38,1.7274,0.6458,2.67,2.05,-12.45,0.0277
engulfing,,,10,3.0,74,21,53,28.38,1.7274,0.6458,2.67,2.05,-12.45,0.0277
atr,,2.0,30,2.0,39,15,24,38.46,2.042,1.1921,1.71,2.02,-8.84,0.0518
atr,,2.0,30,2.0,39,15,24,38.46,2.042,1.1921,1.71,2.02,-8.84,0.0518
atr,,2.0,30,2.0,39,15,24,38.46,2.042,1.1921,1.71,2.02,-8.84,0.0518
atr,,2.0,30,2.0,39,15,24,38.46,2.042,1.1921,1.71,2.02,-8.84,0.0518
atr,,2.5,30,3.0,17,5,12,29.41,3.3603,1.242,2.71,1.9,-8.23,0.1116
atr,,2.5,30,3.0,17,5,12,29.41,3.3603,1.242,2.71,1.9,-8.23,0.1116
atr,,2.5,30,3.0,17,5,12,29.41,3.3603,1.242,2.71,1.9,-8.23,0.1116
atr,,2.5,30,3.0,17,5,12,29.41,3.3603,1.242,2.71,1.9,-8.23,0.1116
body,2.0,,30,3.0,127,37,90,29.13,2.3172,0.933,2.48,1.77,-15.17,0.0139
body,2.0,,30,3.0,127,37,90,29.13,2.3172,0.933,2.48,1.77,-15.17,0.0139
body,2.0,,30,3.0,127,37,90,29.13,2.3172,0.933,2.48,1.77,-15.17,0.0139
body,2.0,,30,3.0,127,37,90,29.13,2.3172,0.933,2.48,1.77,-15.17,0.0139
atr,,2.5,30,2.0,17,7,10,41.18,2.0765,1.2777,1.63,1.76,-8.34,0.1034
atr,,2.5,30,2.0,17,7,10,41.18,2.0765,1.2777,1.63,1.76,-8.34,0.1034
atr,,2.5,30,2.0,17,7,10,41.18,2.0765,1.2777,1.63,1.76,-8.34,0.1034
atr,,2.5,30,2.0,17,7,10,41.18,2.0765,1.2777,1.63,1.76,-8.34,0.1034
atr,,1.5,20,2.0,84,32,52,38.1,1.7164,1.0267,1.67,1.54,-10.42,0.0183
atr,,1.5,20,2.0,84,32,52,38.1,1.7164,1.0267,1.67,1.54,-10.42,0.0183
atr,,1.5,20,2.0,84,32,52,38.1,1.7164,1.0267,1.67,1.54,-10.42,0.0183
atr,,1.5,20,2.0,84,32,52,38.1,1.7164,1.0267,1.67,1.54,-10.42,0.0183
atr,,2.5,20,3.0,18,5,13,27.78,3.3603,1.1805,2.85,1.46,-8.23,0.0808
atr,,2.5,20,3.0,18,5,13,27.78,3.3603,1.1805,2.85,1.46,-8.23,0.0808
atr,,2.5,20,3.0,18,5,13,27.78,3.3603,1.1805,2.85,1.46,-8.23,0.0808
atr,,2.5,20,3.0,18,5,13,27.78,3.3603,1.1805,2.85,1.46,-8.23,0.0808
engulfing,,,10,2.0,74,28,46,37.84,1.0948,0.6372,1.72,1.34,-8.45,0.0181
engulfing,,,10,2.0,74,28,46,37.84,1.0948,0.6372,1.72,1.34,-8.45,0.0181
engulfing,,,10,2.0,74,28,46,37.84,1.0948,0.6372,1.72,1.34,-8.45,0.0181
engulfing,,,10,2.0,74,28,46,37.84,1.0948,0.6372,1.72,1.34,-8.45,0.0181
engulfing,,,10,2.0,74,28,46,37.84,1.0948,0.6372,1.72,1.34,-8.45,0.0181
engulfing,,,10,2.0,74,28,46,37.84,1.0948,0.6372,1.72,1.34,-8.45,0.0181
engulfing,,,10,2.0,74,28,46,37.84,1.0948,0.6372,1.72,1.34,-8.45,0.0181
engulfing,,,10,2.0,74,28,46,37.84,1.0948,0.6372,1.72,1.34,-8.45,0.0181
engulfing,,,10,2.0,74,28,46,37.84,1.0948,0.6372,1.72,1.34,-8.45,0.0181
engulfing,,,10,2.0,74,28,46,37.84,1.0948,0.6372,1.72,1.34,-8.45,0.0181
engulfing,,,10,2.0,74,28,46,37.84,1.0948,0.6372,1.72,1.34,-8.45,0.0181
engulfing,,,10,2.0,74,28,46,37.84,1.0948,0.6372,1.72,1.34,-8.45,0.0181
engulfing,,,10,2.0,74,28,46,37.84,1.0948,0.6372,1.72,1.34,-8.45,0.0181
engulfing,,,10,2.0,74,28,46,37.84,1.0948,0.6372,1.72,1.34,-8.45,0.0181
engulfing,,,10,2.0,74,28,46,37.84,1.0948,0.6372,1.72,1.34,-8.45,0.0181
engulfing,,,10,2.0,74,28,46,37.84,1.0948,0.6372,1.72,1.34,-8.45,0.0181
atr,,2.5,20,2.0,18,7,11,38.89,2.0765,1.2017,1.73,1.32,-8.34,0.0731
atr,,2.5,20,2.0,18,7,11,38.89,2.0765,1.2017,1.73,1.32,-8.34,0.0731
atr,,2.5,20,2.0,18,7,11,38.89,2.0765,1.2017,1.73,1.32,-8.34,0.0731
atr,,2.5,20,2.0,18,7,11,38.89,2.0765,1.2017,1.73,1.32,-8.34,0.0731
body,2.5,,10,3.0,139,39,100,28.06,2.3965,0.9236,2.59,1.1,-16.83,0.0079
body,2.5,,10,3.0,139,39,100,28.06,2.3965,0.9236,2.59,1.1,-16.83,0.0079
body,2.5,,10,3.0,139,39,100,28.06,2.3965,0.9236,2.59,1.1,-16.83,0.0079
body,2.5,,10,3.0,139,39,100,28.06,2.3965,0.9236,2.59,1.1,-16.83,0.0079
atr,,1.0,30,3.0,128,37,91,28.91,2.2787,0.9149,2.49,1.05,-14.29,0.0082
atr,,1.0,30,3.0,128,37,91,28.91,2.2787,0.9149,2.49,1.05,-14.29,0.0082
atr,,1.0,30,3.0,128,37,91,28.91,2.2787,0.9149,2.49,1.05,-14.29,0.0082
atr,,1.0,30,3.0,128,37,91,28.91,2.2787,0.9149,2.49,1.05,-14.29,0.0082
engulfing,,,20,2.0,52,19,33,36.54,1.1953,0.6703,1.78,0.59,-5.87,0.0114
engulfing,,,20,2.0,52,19,33,36.54,1.1953,0.6703,1.78,0.59,-5.87,0.0114
engulfing,,,20,2.0,52,19,33,36.54,1.1953,0.6703,1.78,0.59,-5.87,0.0114
engulfing,,,20,2.0,52,19,33,36.54,1.1953,0.6703,1.78,0.59,-5.87,0.0114
engulfing,,,20,2.0,52,19,33,36.54,1.1953,0.6703,1.78,0.59,-5.87,0.0114
engulfing,,,20,2.0,52,19,33,36.54,1.1953,0.6703,1.78,0.59,-5.87,0.0114
engulfing,,,20,2.0,52,19,33,36.54,1.1953,0.6703,1.78,0.59,-5.87,0.0114
engulfing,,,20,2.0,52,19,33,36.54,1.1953,0.6703,1.78,0.59,-5.87,0.0114
engulfing,,,20,2.0,52,19,33,36.54,1.1953,0.6703,1.78,0.59,-5.87,0.0114
engulfing,,,20,2.0,52,19,33,36.54,1.1953,0.6703,1.78,0.59,-5.87,0.0114
engulfing,,,20,2.0,52,19,33,36.54,1.1953,0.6703,1.78,0.59,-5.87,0.0114
engulfing,,,20,2.0,52,19,33,36.54,1.1953,0.6703,1.78,0.59,-5.87,0.0114
engulfing,,,20,2.0,52,19,33,36.54,1.1953,0.6703,1.78,0.59,-5.87,0.0114
engulfing,,,20,2.0,52,19,33,36.54,1.1953,0.6703,1.78,0.59,-5.87,0.0114
engulfing,,,20,2.0,52,19,33,36.54,1.1953,0.6703,1.78,0.59,-5.87,0.0114
engulfing,,,20,2.0,52,19,33,36.54,1.1953,0.6703,1.78,0.59,-5.87,0.0114
atr,,1.0,10,3.0,182,53,129,29.12,2.0671,0.8505,2.43,-0.16,-20.11,-0.0009
atr,,1.0,10,3.0,182,53,129,29.12,2.0671,0.8505,2.43,-0.16,-20.11,-0.0009
atr,,1.0,10,3.0,182,53,129,29.12,2.0671,0.8505,2.43,-0.16,-20.11,-0.0009
atr,,1.0,10,3.0,182,53,129,29.12,2.0671,0.8505,2.43,-0.16,-20.11,-0.0009
engulfing,,,20,3.0,52,14,38,26.92,1.8421,0.6858,2.69,-0.27,-9.78,-0.0052
engulfing,,,20,3.0,52,14,38,26.92,1.8421,0.6858,2.69,-0.27,-9.78,-0.0052
engulfing,,,20,3.0,52,14,38,26.92,1.8421,0.6858,2.69,-0.27,-9.78,-0.0052
engulfing,,,20,3.0,52,14,38,26.92,1.8421,0.6858,2.69,-0.27,-9.78,-0.0052
engulfing,,,20,3.0,52,14,38,26.92,1.8421,0.6858,2.69,-0.27,-9.78,-0.0052
engulfing,,,20,3.0,52,14,38,26.92,1.8421,0.6858,2.69,-0.27,-9.78,-0.0052
engulfing,,,20,3.0,52,14,38,26.92,1.8421,0.6858,2.69,-0.27,-9.78,-0.0052
engulfing,,,20,3.0,52,14,38,26.92,1.8421,0.6858,2.69,-0.27,-9.78,-0.0052
engulfing,,,20,3.0,52,14,38,26.92,1.8421,0.6858,2.69,-0.27,-9.78,-0.0052
engulfing,,,20,3.0,52,14,38,26.92,1.8421,0.6858,2.69,-0.27,-9.78,-0.0052
engulfing,,,20,3.0,52,14,38,26.92,1.8421,0.6858,2.69,-0.27,-9.78,-0.0052
engulfing,,,20,3.0,52,14,38,26.92,1.8421,0.6858,2.69,-0.27,-9.78,-0.0052
engulfing,,,20,3.0,52,14,38,26.92,1.8421,0.6858,2.69,-0.27,-9.78,-0.0052
engulfing,,,20,3.0,52,14,38,26.92,1.8421,0.6858,2.69,-0.27,-9.78,-0.0052
engulfing,,,20,3.0,52,14,38,26.92,1.8421,0.6858,2.69,-0.27,-9.78,-0.0052
engulfing,,,20,3.0,52,14,38,26.92,1.8421,0.6858,2.69,-0.27,-9.78,-0.0052
body,3.0,,30,2.0,77,28,49,36.36,1.841,1.0593,1.74,-0.35,-9.75,-0.0046
body,3.0,,30,2.0,77,28,49,36.36,1.841,1.0593,1.74,-0.35,-9.75,-0.0046
body,3.0,,30,2.0,77,28,49,36.36,1.841,1.0593,1.74,-0.35,-9.75,-0.0046
body,3.0,,30,2.0,77,28,49,36.36,1.841,1.0593,1.74,-0.35,-9.75,-0.0046
atr,,1.0,20,3.0,156,44,112,28.21,2.1628,0.8557,2.53,-0.67,-16.35,-0.0043
atr,,1.0,20,3.0,156,44,112,28.21,2.1628,0.8557,2.53,-0.67,-16.35,-0.0043
atr,,1.0,20,3.0,156,44,112,28.21,2.1628,0.8557,2.53,-0.67,-16.35,-0.0043
atr,,1.0,20,3.0,156,44,112,28.21,2.1628,0.8557,2.53,-0.67,-16.35,-0.0043
body,1.5,,50,2.0,96,35,61,36.46,1.6451,0.9576,1.72,-0.83,-13.48,-0.0087
body,1.5,,50,2.0,96,35,61,36.46,1.6451,0.9576,1.72,-0.83,-13.48,-0.0087
body,1.5,,50,2.0,96,35,61,36.46,1.6451,0.9576,1.72,-0.83,-13.48,-0.0087
body,1.5,,50,2.0,96,35,61,36.46,1.6451,0.9576,1.72,-0.83,-13.48,-0.0087
body,1.5,,30,2.0,151,59,92,39.07,1.3653,0.8959,1.52,-1.87,-11.75,-0.0124
body,1.5,,30,2.0,151,59,92,39.07,1.3653,0.8959,1.52,-1.87,-11.75,-0.0124
body,1.5,,30,2.0,151,59,92,39.07,1.3653,0.8959,1.52,-1.87,-11.75,-0.0124
body,1.5,,30,2.0,151,59,92,39.07,1.3653,0.8959,1.52,-1.87,-11.75,-0.0124
body,1.5,,20,2.0,201,77,124,38.31,1.2954,0.8237,1.57,-2.4,-12.64,-0.0119
body,1.5,,20,2.0,201,77,124,38.31,1.2954,0.8237,1.57,-2.4,-12.64,-0.0119
body,1.5,,20,2.0,201,77,124,38.31,1.2954,0.8237,1.57,-2.4,-12.64,-0.0119
body,1.5,,20,2.0,201,77,124,38.31,1.2954,0.8237,1.57,-2.4,-12.64,-0.0119
body,3.0,,20,2.0,89,31,58,34.83,1.7533,0.9928,1.77,-3.23,-11.94,-0.0363
body,3.0,,20,2.0,89,31,58,34.83,1.7533,0.9928,1.77,-3.23,-11.94,-0.0363
body,3.0,,20,2.0,89,31,58,34.83,1.7533,0.9928,1.77,-3.23,-11.94,-0.0363
body,3.0,,20,2.0,89,31,58,34.83,1.7533,0.9928,1.77,-3.23,-11.94,-0.0363
atr,,1.0,50,2.0,91,32,59,35.16,1.6804,0.9674,1.74,-3.3,-13.48,-0.0363
atr,,1.0,50,2.0,91,32,59,35.16,1.6804,0.9674,1.74,-3.3,-13.48,-0.0363
atr,,1.0,50,2.0,91,32,59,35.16,1.6804,0.9674,1.74,-3.3,-13.48,-0.0363
atr,,1.0,50,2.0,91,32,59,35.16,1.6804,0.9674,1.74,-3.3,-13.48,-0.0363
body,2.5,,50,2.0,80,27,53,33.75,1.828,1.0122,1.81,-4.29,-13.19,-0.0536
body,2.5,,50,2.0,80,27,53,33.75,1.828,1.0122,1.81,-4.29,-13.19,-0.0536
body,2.5,,50,2.0,80,27,53,33.75,1.828,1.0122,1.81,-4.29,-13.19,-0.0536
body,2.5,,50,2.0,80,27,53,33.75,1.828,1.0122,1.81,-4.29,-13.19,-0.0536
body,2.0,,50,2.0,88,30,58,34.09,1.7304,0.984,1.76,-5.16,-13.19,-0.0586
body,2.0,,50,2.0,88,30,58,34.09,1.7304,0.984,1.76,-5.16,-13.19,-0.0586
body,2.0,,50,2.0,88,30,58,34.09,1.7304,0.984,1.76,-5.16,-13.19,-0.0586
body,2.0,,50,2.0,88,30,58,34.09,1.7304,0.984,1.76,-5.16,-13.19,-0.0586
body,3.0,,10,2.0,98,33,65,33.67,1.7612,0.9795,1.8,-5.55,-15.01,-0.0566
body,3.0,,10,2.0,98,33,65,33.67,1.7612,0.9795,1.8,-5.55,-15.01,-0.0566
body,3.0,,10,2.0,98,33,65,33.67,1.7612,0.9795,1.8,-5.55,-15.01,-0.0566
body,3.0,,10,2.0,98,33,65,33.67,1.7612,0.9795,1.8,-5.55,-15.01,-0.0566
body,1.5,,10,2.0,251,95,156,37.85,1.2265,0.7966,1.54,-7.75,-16.91,-0.0309
body,1.5,,10,2.0,251,95,156,37.85,1.2265,0.7966,1.54,-7.75,-16.91,-0.0309
body,1.5,,10,2.0,251,95,156,37.85,1.2265,0.7966,1.54,-7.75,-16.91,-0.0309
body,1.5,,10,2.0,251,95,156,37.85,1.2265,0.7966,1.54,-7.75,-16.91,-0.0309
atr,,1.0,30,2.0,128,47,81,36.72,1.4199,0.9316,1.52,-8.72,-12.48,-0.0681
atr,,1.0,30,2.0,128,47,81,36.72,1.4199,0.9316,1.52,-8.72,-12.48,-0.0681
atr,,1.0,30,2.0,128,47,81,36.72,1.4199,0.9316,1.52,-8.72,-12.48,-0.0681
atr,,1.0,30,2.0,128,47,81,36.72,1.4199,0.9316,1.52,-8.72,-12.48,-0.0681
body,2.0,,20,2.0,161,58,103,36.02,1.3835,0.8859,1.56,-11.01,-14.6,-0.0684
body,2.0,,20,2.0,161,58,103,36.02,1.3835,0.8859,1.56,-11.01,-14.6,-0.0684
body,2.0,,20,2.0,161,58,103,36.02,1.3835,0.8859,1.56,-11.01,-14.6,-0.0684
