type,index,timestamp,k1_open,k1_high,k1_low,k1_close,k1_body,k1_range,k1_volume,k2_open,k2_high,k2_low,k2_close,k2_body,k2_volume,k3_high,k3_low,k2_body_k1_body,fvg_size_k1_range,vol_change_1_2,fvg_size,new_high_24h,max_gain_24h,new_high_48h,max_gain_48h,new_high_72h,max_gain_72h,new_high_96h,max_gain_96h,new_high_120h,max_gain_120h,new_high_168h,max_gain_168h,pass_all,pass_cond1,pass_cond2,pass_cond3
bearish,453,2024-01-19 21:00:00,41337.3,41429.86,41268.33,41393.08,55.779999999998836,161.52999999999884,1053.49049,41393.08,41455.0,40841.1,40969.31,423.7700000000041,3475.38975,41156.38,40718.0,7.597167443528378,0.6930601126726006,2.2989284506972627,111.95000000000437,True,2.3948873143158487,True,2.3948873143158487,True,2.3948873143158487,True,6.57484807357119,True,6.57484807357119,True,6.57484807357119,True,True,True,True
bearish,595,2024-01-25 19:00:00,40116.0,40300.24,40080.12,40178.07,62.06999999999971,220.11999999999534,1842.66754,40178.07,40283.82,39798.68,39859.81,318.26000000000204,2316.54371,39965.03,39731.64,5.127436764942863,0.5228511720879803,0.25716856660968807,115.09000000000378,True,1.3226507305866413,True,1.3226507305866413,True,1.3226507305866413,True,1.3226507305866413,True,1.3226507305866413,True,1.3226507305866413,False,True,True,False
bullish,617,2024-01-26 17:00:00,40133.79,40411.39,40037.5,40079.82,53.970000000001164,373.8899999999994,2097.66496,40079.83,40755.98,40068.0,40692.64,612.8099999999977,3407.41985,41348.13,40684.79,11.354641467481647,0.731231110754505,0.6243870756176431,273.40000000000146,True,4.541863073752228,True,6.016348361192231,True,6.016348361192231,True,8.353981389900222,True,8.589088373352169,True,8.589088373352169,False,True,True,False
bullish,623,2024-01-26 23:00:00,41588.0,41588.0,41218.0,41422.99,165.01000000000204,370.0,3619.35725,41422.98,41995.99,41405.31,41961.14,538.1599999999962,4401.51543,42010.02,41752.83,3.2613780982970098,0.4454864864864912,0.21610416600903387,164.83000000000175,True,1.5841588919880727,True,3.016927959988459,True,4.149754736943356,True,5.516879869193038,True,5.516879869193038,True,5.516879869193038,False,True,False,False
bullish,694,2024-01-29 22:00:00,42006.71,42104.98,41804.88,41951.86,54.849999999998545,300.1000000000058,1502.31136,41951.86,42647.27,41882.33,42641.75,689.8899999999994,2591.39618,43313.8,42518.0,12.577757520510806,1.3762745751415821,0.7249394825850217,413.0199999999968,True,4.2213058882820915,True,4.2213058882820915,True,4.2213058882820915,True,4.2213058882820915,True,4.2213058882820915,True,4.2213058882820915,False,True,True,False
bullish,704,2024-01-30 08:00:00,43302.71,43310.97,43133.9,43162.02,140.69000000000233,177.0699999999997,944.79046,43162.02,43559.0,43157.15,43439.51,277.49000000000524,2487.03277,43787.35,43439.51,1.9723505579643232,0.7259275992545382,1.6323643974982553,128.54000000000087,True,1.3192731541223837,True,1.3192731541223837,True,1.3192731541223837,True,1.3192731541223837,True,1.3192731541223837,True,1.3192731541223837,True,True,True,True
bullish,850,2024-02-05 10:00:00,42529.67,42529.68,42379.01,42447.06,82.61000000000058,150.66999999999825,751.20014,42447.07,42729.02,42447.06,42718.31,271.23999999999796,784.73907,42825.0,42670.12,3.283379736109382,0.9321032720515295,0.04464712959185542,140.44000000000233,True,2.4455392093239396,True,2.4455392093239396,True,5.291175480276362,True,9.06329415128446,True,13.332618538394833,True,14.806436352213318,False,True,True,False
bearish,867,2024-02-06 03:00:00,42730.89,42869.66,42703.43,42765.36,34.470000000001164,166.2300000000032,766.75568,42765.35,42798.37,42333.33,42426.01,339.3399999999965,1989.29246,42556.89,42365.81,9.844502465911955,0.8815496601094751,1.594428071272977,146.54000000000087,True,0.8732553801884381,True,0.8732553801884381,True,0.8732553801884381,True,0.8732553801884381,True,0.8732553801884381,True,0.8732553801884381,True,True,True,True
bullish,915,2024-02-08 03:00:00,43650.95,43699.98,43431.1,43615.47,35.479999999995925,268.88000000000466,1492.8098,43615.47,44261.1,43615.47,44131.37,515.9000000000015,5364.35734,44396.5,44113.96,14.540586245773977,1.5396459387086758,2.5934633735657413,413.9799999999959,True,4.380596970524929,True,10.29753331694888,True,10.29753331694888,True,11.196069197285674,True,15.182707177440346,True,19.09321239963953,True,True,True,True
bearish,1011,2024-02-12 03:00:00,48282.22,48388.0,48242.26,48284.0,1.7799999999988358,145.73999999999796,756.31572,48283.99,48375.0,47981.1,48034.55,249.43999999999505,1413.22456,48133.99,47971.18,140.13483146076302,0.7428983120626156,0.8685643080379184,108.27000000000407,True,1.1032857913373046,True,1.1032857913373046,True,1.1032857913373046,True,1.1032857913373046,True,1.1032857913373046,True,1.1032857913373046,False,False,True,True
bullish,1029,2024-02-12 21:00:00,48031.99,48049.99,47894.24,47949.85,82.13999999999942,155.75,821.4727,47949.85,48798.0,47929.13,48798.0,848.1500000000015,4057.27981,49950.0,48669.39,10.325663501339267,3.976886035313011,3.9390318266206528,619.4000000000015,True,4.825432846083844,True,8.311593821351474,True,9.920147746128572,True,9.920147746128572,True,9.920147746128572,True,9.920147746128572,True,True,True,True
bullish,1121,2024-02-16 17:00:00,51829.29,51977.4,51566.0,51827.99,1.3000000000029104,411.40000000000146,2225.73346,51827.99,52300.01,51791.1,52300.0,472.01000000000204,2193.83727,52435.86,52176.04,363.0846153838041,0.4828390860476391,-0.014330642268369338,198.63999999999942,True,1.1441126335676666,True,1.1441126335676666,True,1.1441126335676666,True,1.1441126335676666,True,1.9385348247507543,True,1.9385348247507543,False,False,False,False
bearish,1125,2024-02-16 21:00:00,52383.45,52494.0,52130.16,52464.0,80.55000000000291,363.8399999999965,2066.37992,52464.0,52572.08,51758.0,51920.31,543.6900000000023,3725.75766,51933.39,51592.88,6.749720670390847,0.5408146437994887,0.8030361328714424,196.77000000000407,True,2.8873112992555625,True,2.8873112992555625,True,2.8873112992555625,True,2.8873112992555625,True,2.8873112992555625,True,2.8873112992555625,True,True,True,True
bearish,1148,2024-02-17 20:00:00,51690.47,51735.68,51558.32,51711.1,20.62999999999738,177.36000000000058,657.97943,51711.1,51713.38,51088.1,51188.81,522.2900000000009,2893.39881,51329.61,50625.0,25.31701405720151,1.2895241317095083,3.3974000980547374,228.70999999999913,False,1.7756009117442173,False,1.7756009117442173,False,1.7756009117442173,False,1.8102219001705246,False,1.8102219001705246,True,2.011935222094125,False,False,True,True
bullish,1152,2024-02-18 00:00:00,50984.56,51027.15,50741.1,50951.25,33.30999999999767,286.0500000000029,1351.10919,50951.26,51272.72,50944.67,51215.58,264.3199999999997,1415.0348,51291.78,51146.0,7.935154608226304,0.41548680300645807,0.047313429938256886,118.84999999999854,True,2.0417562023354203,True,2.864396698620235,True,3.8368789948096227,True,3.8368789948096227,True,3.8368789948096227,True,3.8368789948096227,False,True,False,False
bullish,1217,2024-02-20 17:00:00,51776.8,51825.41,51560.0,51761.33,15.470000000001164,265.4100000000035,1812.05961,51761.34,52120.0,51761.33,52119.99,358.65000000000146,1829.16437,52380.0,52119.99,23.183581124755946,1.1099054293357093,0.00943940249294555,294.57999999999447,True,2.237493152490248,True,2.237493152490248,True,2.237493152490248,True,2.237493152490248,True,2.237493152490248,True,10.127136476103118,False,False,True,False
bearish,1240,2024-02-21 16:00:00,51568.64,51787.04,51530.29,51667.84,99.19999999999709,256.75,1354.26908,51667.85,51698.0,51000.93,51095.1,572.75,2744.41955,51413.33,50888.0,5.773689516129202,0.4555404089581271,1.0264950226878102,116.95999999999913,True,1.7568113821987048,True,1.7568113821987048,True,1.958634426470336,True,1.958634426470336,True,1.958634426470336,True,1.958634426470336,False,True,False,True
bullish,1365,2024-02-26 21:00:00,51233.82,51437.29,51203.95,51228.5,5.319999999999709,233.34000000000378,1307.24404,51228.49,51718.6,51207.4,51687.02,458.52999999999884,1712.59512,52847.84,51642.08,86.18984962406465,0.8776463529613334,0.3100806487517051,204.79000000000087,True,11.625106999221769,True,18.949968009589927,True,24.423351230206723,True,24.423351230206723,True,24.423351230206723,True,29.05460221562995,False,False,True,False
bullish,1533,2024-03-04 21:00:00,65123.69,65646.11,65039.66,65111.21,12.480000000003201,606.4499999999971,3081.38545,65111.22,66382.19,64533.67,66169.41,1058.1900000000023,7877.21398,66580.29,65843.17,84.79086538459381,0.32494022590485383,1.5563870888012405,197.05999999999767,True,4.7876256491054825,True,5.109046065334258,True,5.109046065334258,True,5.109046065334258,True,6.617132378445577,True,10.257866003027443,False,False,False,True
bullish,1555,2024-03-05 19:00:00,66810.18,66895.61,66490.0,66656.31,153.86999999999534,405.6100000000006,2343.04903,66656.32,67326.52,66581.81,67325.03,668.7099999999919,2473.50857,68025.94,67312.38,4.34594137908632,1.0275141145435356,0.055679389688230226,416.7700000000041,True,3.145781913043321,True,3.145781913043321,True,3.145781913043321,True,4.625699653534813,True,4.625699653534813,True,8.826274250283388,False,True,True,False
bearish,1558,2024-03-05 22:00:00,67770.02,68789.0,67244.0,68710.41,940.3899999999994,1545.0,5657.66389,68710.41,69000.0,66370.0,66773.05,1937.3600000000006,10823.0126,66996.36,64539.21,2.060166526653837,0.16028478964401258,0.9129826038499436,247.63999999999942,True,12.25239426565939,True,12.25239426565939,True,12.25239426565939,True,12.25239426565939,True,12.25239426565939,True,12.25239426565939,False,True,False,True
bearish,1588,2024-03-07 04:00:00,66739.49,67363.58,66661.1,66888.24,148.75,702.4799999999959,2582.13217,66888.23,66888.24,66280.0,66417.72,470.50999999999476,2069.90107,66482.54,65896.25,3.163092436974755,0.2541851725316212,-0.19837524428503595,178.56000000001222,True,1.6652890516358203,True,1.6652890516358203,True,1.6652890516358203,True,1.6652890516358203,True,1.6652890516358203,True,1.6652890516358203,False,True,False,False
bearish,1636,2024-03-09 04:00:00,68864.0,69379.0,68816.0,69071.99,207.99000000000524,563.0,4987.21606,69071.99,69181.1,67807.58,68182.39,889.6000000000058,3535.20146,68428.57,67997.21,4.2771287081108875,0.6881527531083357,-0.2911473219790681,387.429999999993,True,1.3876133457335418,True,1.3876133457335418,True,2.6026505463845524,True,2.6026505463845524,True,2.6026505463845524,True,4.6733317833062085,False,True,True,False
bullish,1736,2024-03-13 08:00:00,71452.0,71745.0,71333.31,71410.68,41.320000000006985,411.6900000000023,1495.57601,71410.69,72100.0,71369.9,72005.37,594.679999999993,2211.5967,72079.8,71867.06,14.392061955466904,0.2964852194612378,0.4787591437763167,122.05999999999767,True,2.6555857551048856,True,2.832253118684229,True,2.832253118684229,True,2.832253118684229,True,2.832253118684229,True,2.832253118684229,False,True,False,False
bullish,1741,2024-03-13 13:00:00,72209.99,72210.0,71982.25,72152.39,57.60000000000582,227.75,1033.23632,72152.39,72724.94,72110.0,72708.0,555.6100000000006,2518.91366,73182.22,72636.08,9.64600694444348,1.8708232711306334,1.4378872589380136,426.08000000000175,True,2.0052624290264505,True,2.1700595485389838,True,2.1700595485389838,True,2.1700595485389838,True,2.1700595485389838,True,2.1700595485389838,True,True,True,True
bearish,1769,2024-03-14 17:00:00,73321.1,73500.0,73156.0,73329.12,8.019999999989523,344.0,1207.94812,73329.11,73335.96,72861.1,72983.59,345.5200000000041,1673.26175,73025.0,72627.0,43.08229426439594,0.3808139534883721,0.385209945937082,131.0,True,10.32861282738258,True,10.32861282738258,True,11.787139810815244,True,11.787139810815244,True,14.249002132429329,True,16.924107386953906,False,False,False,False
bearish,1808,2024-03-16 08:00:00,69499.84,70043.0,69422.68,69639.99,140.15000000000873,620.320000000007,2334.19793,69640.0,69880.0,69056.0,69286.2,353.8000000000029,1995.72518,69320.0,68932.01,2.524438102033399,0.16552746969304852,-0.145006019262471,102.67999999999302,True,6.687555133279201,True,7.04334664118411,True,7.04334664118411,True,11.333011056329132,True,12.456563186555163,True,12.456563186555163,False,True,False,False
bearish,1855,2024-03-18 07:00:00,68228.01,68655.17,68075.38,68393.48,165.47000000000116,579.7899999999936,1651.69684,68393.47,68425.97,67286.82,67301.94,1091.5299999999988,3045.95298,67775.0,66800.0,6.5965431800325804,0.5180841339105676,0.8441356223700227,300.38000000000466,True,2.2183937864173617,True,9.578176427366259,True,10.723965110440814,True,10.723965110440814,True,10.723965110440814,True,10.723965110440814,True,True,True,True
bearish,1868,2024-03-18 20:00:00,68253.39,68600.0,68027.32,68550.54,297.1499999999942,572.679999999993,1971.31527,68550.53,68627.81,67169.13,67552.39,998.1399999999994,4012.90338,67816.97,66644.15,3.3590442537439644,0.36730809527137037,1.0356476922131284,210.35000000000582,True,8.117797379053012,True,10.660893299927157,True,10.660893299927157,True,10.660893299927157,True,10.660893299927157,True,10.660893299927157,False,True,False,True
bullish,1894,2024-03-19 22:00:00,63564.01,63564.01,62410.78,62888.0,676.010000000002,1153.2300000000032,5632.18406,62888.0,64150.0,62600.0,64051.85,1163.8499999999985,6290.10894,65040.0,63969.58,1.7216461294951184,0.3516817980801736,0.11681523064429122,405.5699999999997,True,3.448476582896513,True,7.35708776082566,True,7.35708776082566,True,7.35708776082566,True,7.35708776082566,True,12.581160313831685,False,True,False,False
bearish,1901,2024-03-20 05:00:00,63770.37,64109.98,63534.12,63952.01,181.63999999999942,575.8600000000006,1385.92956,63952.01,64036.5,62461.58,62633.96,1318.050000000003,3308.59823,62812.24,61555.0,7.256386258533402,1.2535685756954884,1.387277337529333,721.8800000000047,True,4.342737414164236,True,4.342737414164236,True,4.342737414164236,True,4.342737414164236,True,4.342737414164236,True,4.342737414164236,True,True,True,True
bullish,1920,2024-03-21 00:00:00,63600.37,63790.0,62022.0,63103.63,496.74000000000524,1768.0,5770.15508,63103.63,64776.72,62841.11,64107.58,1003.9500000000044,5445.74262,65470.0,63952.39,2.021077424809747,0.09184954751131189,-0.05622248544488001,162.38999999999942,True,6.976751841981503,True,6.976751841981503,True,6.976751841981503,True,6.976751841981503,True,11.058849349427815,True,12.509076657783341,False,True,False,False
